timestart,timeend,responsetype,ipaddress,progress,duration,finished,timerecorded,responseid,lastname,firstname,email,externaldata,latitude,longitude,distribution,language,recaptcha,optin,signature_id,signature_file,signature_size,signature_path,prolificid_resp,age,shouldconcern,progressivity_early,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,poorbenefit,bothbenefit,middlebenefit,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,progressivity_late,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback,prolificid,progressivity_timing
8/4/25 11:03,8/4/25 11:30,IP Address,69.77.250.207,100,1599,TRUE,8/4/25 11:30,R_1Jz76uz8Kd0B7oI,,,,,43.4237,-103.4765,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_1oii6k8BI6DBw1z,signature.png,10742,image/png,667dff584b72be8e8cf6b196,42,The government should not concern itself with this.,,No change,,,,,,Reject strongly,,,Agree strongly,Agree somewhat,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree somewhat,Neutral,Disagree somewhat,Agree strongly,Unlikely (20-40%),Unlikely (20-40%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Far below average,Below average,Average,Below average,Yes,"No, just myself",60000,50000,Not very certain,80000,40000,,,,,,100000,,,,,$11-$20,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,4,5,2,3,Agree somewhat,Definitely not,Somewhat unstable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is low,The risk is low,The risk is substantial,The risk is high,Much less progressive (everyone should be taxed at about the same rate),Female,Married,,1,1,White or European American,,Yes,Yes,South Dakota,57747,Suburban,Colorado,Colorado Springs,Urban,Not a student,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Some college,4-year college degree,Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,,667dff584b72be8e8cf6b196,late
8/4/25 11:18,8/4/25 11:30,IP Address,65.32.58.78,100,766,TRUE,8/4/25 11:30,R_6ykMWX8RVtsd1wg,,,,,27.947,-82.7943,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_2WC0xfclYswzTt6,signature.png,4962,image/png,67886304e14cde87368e3688,63,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),I now support redistribution much more than in the past,,Taxes affect me less now,,,,,Support strongly,,Disagree strongly,Disagree somewhat,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off a lot,Below average,Far below average,Average,Below average,Yes,"No, just myself",17500,18500,Somewhat certain,20000,15000,,,,,,25000,,,,,$11-$20,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,1,2,5,4,3,Agree somewhat,Probably not,Very stable,Not very worried,Almost no chance (0-10%),Less than 1 month,No risk,No risk,No risk,The risk is high,,Male,Single,,0,0,White or European American,,Yes,Yes,Florida,33756,Urban,Virginia,manassas,Urban,Not a student,High school degree / GED,High school degree / GED,Some high school,,"Not in the labor force (for example: retired, or full-time parent)",Conservative,Conservative,I did not vote,Donald Trump,Right-wing biased,,67886304e14cde87368e3688,early
8/4/25 11:19,8/4/25 11:31,IP Address,70.172.7.144,100,701,TRUE,8/4/25 11:31,R_7woRdiw12bQP4BD,,,,,33.4306,-111.9256,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_3E9HXgWVTwBqEBM,signature.png,8368,image/png,6652147db2b19cefc9fa9452,19,The government should concern itself with this.,,I now support redistribution much more than in the past,,I think the policy is more fair now,,,,Reject slightly,,,Disagree strongly,Disagree strongly,Agree strongly,Indifferent,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has not paid off much,It will pay off somewhat,It will pay off a lot,Below average,Below average,Far below average,Below average,"No, someone else also earns income","Yes, more than one person",35000,80000,Somewhat certain,125000,65000,42000,60000,Somewhat certain,75000,55000,45000,Will have children,70000,Will have children,115000,$0-$10,$41-$50,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,2,5,4,Agree somewhat,Probably not,Somewhat stable,Not very worried,Even chance (40-60%),1–3 months,The risk is low,No risk,The risk is low,The risk is low,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Male,Single,,0,Unsure,Hispanic or Latino,,Yes,Yes,Arizona,85281,Urban,Arizona,Tempe,Urban,4-year college,High school degree / GED,4-year college degree,Some college,Some college,Full-time employee,Liberal,Liberal,Kamala Harris,I did not vote,Unbiased,N/A,6652147db2b19cefc9fa9452,late
8/4/25 11:17,8/4/25 11:31,IP Address,69.23.230.225,100,824,TRUE,8/4/25 11:31,R_5yxD6rib6r018R3,,,,,40.5545,-81.9179,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_BQSB58OEG8N5fEZ,signature.png,9697,image/png,67757553ccb7cd2a4385b679,59,The government should not concern itself with this.,Somewhat more progressive,No change,,,,,,Support moderately,,,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Indifferent,Agree somewhat,Disagree somewhat,Neutral,Neutral,Agree somewhat,Even chance (40-60%),Even chance (40-60%),No change,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",5000,0,Somewhat certain,5000,0,80000,60000,Somewhat certain,80000,40000,60000,,,,,$91-$100,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Agree somewhat,2,3,5,1,4,Agree somewhat,Probably not,Very stable,Not worried at all,Even chance (40-60%),3–6 months,The risk is low,The risk is low,The risk is low,I have already owned or currently own a home,,Female,Married,,4,4,White or European American,,Yes,Yes,Ohio,44610,Rural,Ohio,Sugarcreek,Rural,Not a student,2-year college degree,2-year college degree,Eighth grade or less,Eighth grade or less,"Not in the labor force (for example: retired, or full-time parent)",Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,Good survey. Thank you.,67757553ccb7cd2a4385b679,early
8/4/25 11:11,8/4/25 11:32,IP Address,172.58.135.238,100,1273,TRUE,8/4/25 11:32,R_3gZ70lXxQEQClh0,,,,,25.9585,-80.1381,anonymous,EN,0.8999999761581421,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_231wQms3hTsNyEK,signature.png,7581,image/png,6824f2326444e0c0b3eb0371,24,The government should concern itself with this.,Somewhat more progressive,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support moderately,,,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Likely (60-80%),Likely (60-80%),Much easier now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Far above average,Far above average,Far above average,Far above average,"No, someone else also earns income","Yes, more than one person",70000,200000,Very certain,200000,500000,20000000,300000000,Very certain,600000000,100000000,200000000,Will have children,200000000,Will not have children,300000000,$91-$100,$91-$100,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,100 in 5 years","$1,500 in 5 years","$2,000 in 5 years",Disagree strongly,3,4,2,5,1,Disagree strongly,Definitely / I have already started a business,Very stable,Not very worried,Almost certain (90-100%),More than 6 months,The risk is high,The risk is substantial,No risk,I have already owned or currently own a home,,Male,Married,,2,5 or more,White or European American,,Yes,Yes,New Jersey,08540,Urban,Pennsylvania,Pennsylvania,Suburban,Not a student,"Professional doctorate (e.g., JD, MD)","Professional doctorate (e.g., JD, MD)","Professional doctorate (e.g., JD, MD)","Professional doctorate (e.g., JD, MD)",Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Right-wing biased,,6824f2326444e0c0b3eb0371,early
8/4/25 11:16,8/4/25 11:32,IP Address,223.29.141.184,100,1008,TRUE,8/4/25 11:32,R_7tDxHISvX7YRZcO,,,,,37.751,-97.822,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_22sFkxu04ThTdeY,signature.png,10524,image/png,67d18c20050ecfd766de3af3,58,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,,Support moderately,,Disagree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Disagree somewhat,Neutral,Disagree somewhat,Disagree somewhat,Even chance (40-60%),Even chance (40-60%),Much easier now,It has paid off somewhat,It will pay off a lot,It will pay off a lot,Above average,Above average,Above average,Above average,"No, someone else also earns income","Yes, more than one person",60000,9000,Somewhat certain,90000,50000,60000,80000,Somewhat certain,90000,50000,150000,,,,,$21-$30,$31-$40,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,4,1,5,3,Agree somewhat,Definitely / I have already started a business,Somewhat stable,Not worried at all,Unlikely (10-40%),More than 6 months,No risk,The risk is substantial,The risk is low,The risk is low,Somewhat more progressive,Female,Married,,4,4,White or European American,,Yes,Yes,Texas,76455,Suburban,Texas,Austin,Rural,Not a student,4-year college degree,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,Part-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Right-wing biased,,67d18c20050ecfd766de3af3,late
8/4/25 11:07,8/4/25 11:33,IP Address,99.2.115.216,100,1533,TRUE,8/4/25 11:33,R_37InL2xYpuLB3Lz,,,,,32.5845,-97.3741,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_2ahTm6WgkP9vpuy,signature.png,8126,image/png,661ec48c618b7a27e5a9077a,60,The government should not concern itself with this.,,I now support redistribution much less than in the past,,,,Other:,"When I was younger I did not understand the big picture. I didn't want anyone to be poor. However, now I still don't like the fact some people are poor but I see ""fair"" much differently. Some people invest far more time, effort, and money into education, training, experience, and work. Those people deserve to be compensated in a higher way.",Reject slightly,,,Neutral,Disagree strongly,Agree somewhat,Agree somewhat,Indifferent,Disagree strongly,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Unsure,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Average,Below average,Average,"No, someone else also earns income","Yes, more than one person",40000,50000,Somewhat certain,60000,30000,85000,150000,Somewhat certain,200000,60000,150000,,,,,$41-$50,$41-$50,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,3,5,1,4,Disagree somewhat,Definitely / I have already started a business,Somewhat unstable,Somewhat worried,Likely (60-90%),1–3 months,The risk is low,No risk,I already live without health insurance,I have already owned or currently own a home,Somewhat less progressive,Female,Married,,2,2,White or European American,,Yes,Yes,Texas,76028,Suburban,Iowa,Dubuque,Suburban,Not a student,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Some high school,Some high school,Self-employed or small business owner,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,"Not confusing but some difficult to answer given choices. Example: Is it harder or eaiser to move up today? In some ways due to competition and economy it is harder - in other ways due to social media for example, there are more people gaining wealth younger and more quickly.",661ec48c618b7a27e5a9077a,late
8/4/25 11:04,8/4/25 11:34,IP Address,174.218.81.110,100,1745,TRUE,8/4/25 11:34,R_6Gz3Ff3u503xm3n,,,,,33.9322,-118.2488,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_1dGENPYxPyYnNhE,signature.png,10903,image/png,63345f710321e08d1720919e,37,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support strongly,,,Disagree somewhat,Neutral,Agree somewhat,Indifferent,Disagree strongly,Agree somewhat,Unsure,Neutral,Agree strongly,Neutral,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Much harder now,Unsure,It will not pay off much,It will pay off somewhat,Average,Below average,Above average,Below average,"No, someone else also earns income","No, just myself",56000,100000,Not very certain,150000,90000,80000,,,,,120000,,,Will not have children,130000,$0-$10,$41-$50,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,5,3,4,2,Agree somewhat,Definitely / I have already started a business,Somewhat stable,Somewhat worried,Even chance (40-60%),Less than 1 month,The risk is substantial,The risk is low,The risk is substantial,The risk is substantial,Somewhat more progressive,Male,Single,,0,0,Asian or Asian American,,Yes,Yes,California,90005,Urban,Maryland,Bel Air,Suburban,Not a student,4-year college degree,4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Self-employed or small business owner,Moderate,Liberal,Donald Trump,Donald Trump,Unbiased,n/a,63345f710321e08d1720919e,late
8/4/25 11:12,8/4/25 11:34,IP Address,86.109.87.85,100,1277,TRUE,8/4/25 11:34,R_1YtQ6m2Bye6toGW,,,,,34.9564,-81.9868,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_1ltacYOJqwWTDEN,signature.png,10061,image/png,67d83d5fdd68549a4c41a1fd,31,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support strongly,,,Disagree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Disagree strongly,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Average,Average,Below average,Below average,Yes,"No, just myself",10000,60000,Somewhat certain,100000,30000,,,,,,160000,,,Will have children,200000,$21-$30,$61-$70,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Agree somewhat,2,4,1,5,3,Agree somewhat,Definitely / I have already started a business,Somewhat stable,Not very worried,Unlikely (10-40%),3–6 months,The risk is substantial,The risk is high,The risk is high,The risk is substantial,Somewhat more progressive,Female,Married,,1,2,White or European American,,Yes,Yes,New York,11238,Suburban,New York,Brooklyn,Urban,"Research doctoral program (e.g., PhD, DSc)","Master's degree (e.g., MA, MS, MBA)","Research doctorate (e.g., PhD, DSc)",4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Right-wing biased,I am content with the study,67d83d5fdd68549a4c41a1fd,late
8/4/25 11:15,8/4/25 11:34,IP Address,174.251.241.138,100,1122,TRUE,8/4/25 11:34,R_3mn37xX0arUmnOd,,,,,31.2518,-89.8376,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_3Hogn15gMORqRhq,signature.png,8368,image/png,674235f8f041e92215fbf483,45,The government should not concern itself with this.,,I now support redistribution much less than in the past,,,,"I think the policy is worse for the economy now,I think the policy is less fair now",,,,Support strongly,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Indifferent,Indifferent,Agree strongly,Agree somewhat,Neutral,Agree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will pay off a lot,It will pay off somewhat,Far below average,Below average,Average,Below average,Yes,"Yes, more than one person",23000,100000,Somewhat certain,100000,80000,,100000,Somewhat certain,80000,75000,60000,,,,,$91-$100,$91-$100,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,3,5,2,4,Neutral,Definitely / I have already started a business,Somewhat unstable,Not very worried,Even chance (40-60%),1–3 months,The risk is substantial,The risk is low,The risk is low,The risk is low,Somewhat less progressive,Male,Married,,5 or more,Unsure,White or European American,,Yes,Yes,Alabama,36426,Rural,Alabama,Brewton,Rural,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Some high school,Some high school,Self-employed or small business owner,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,,674235f8f041e92215fbf483,late
